text,intent
stuck meter in barangay 2.,broken_meter
loss of connection in st. peter.,unrelated_internet
asap waterless in laguitas!!!,no_supply
close valve,emergency_shutoff
pipe leak,report_leak
where is the hospital in mapayag!!!,unrelated_general
interruption in barangay 7!,no_supply
slow connection disappointed!,unrelated_internet
where to buy food in barangay 9 unacceptable...,unrelated_general
now no electricity!!!,unrelated_electricity
now dry tap in kibalabag!!!,no_supply
close valve in casisang please,emergency_shutoff
stray dogs in caburacanan,unrelated_general
overcharged in sinalac please!,bill_dispute
check my bill in poblacion.,check_bill
massive leak emergency in barangay 4 please...,emergency_shutoff
customer service in mapayag please!,reach_admin
defective water meter in st. peter...,broken_meter
hey in barangay 2...,greeting
smelly garbage please?,unrelated_garbage
urgent leakage in kulaman...,report_leak
weak water in zamboanguita!,low_pressure
high bill in busdi,bill_dispute
asap view balance!!!,check_bill
customer service...,reach_admin
unclear water in mapulo?,contaminated_water
broken road in sinalac.,unrelated_road
meter stolen in barangay 11!!!,broken_meter
good day in kulaman unacceptable...,greeting
request maintenance in barangay 4 now...,request_maintenance
poor pressure...,low_pressure
waste management asap.,unrelated_garbage
flood in managok disappointed,emergency_shutoff
message support in caburacanan urgent,reach_admin
help! waterless!!!,no_supply
help please in barangay 4,reach_admin
defective water meter!,broken_meter
now payment due in miglamin!,check_bill
low pressure in manalog.,low_pressure
flood!,emergency_shutoff
pizza delivery in kibalabag,unrelated_general
help! stray dogs in bangcud.,unrelated_general
repair line in mapayag urgent?,request_maintenance
help! aqua help in mapayag!!!,greeting
no water in zamboanguita disappointed.,no_supply
check connection asap!,request_maintenance
broken pipe!,report_leak
check connection,request_maintenance
disappointed good morning in barangay 6!!!,greeting
please dirty water in casisang!,contaminated_water
speak with someone in can-ayan unacceptable?,reach_admin
new connection,request_maintenance
check connection in mapulo!,request_maintenance
stop water in linabo?,emergency_shutoff
complaint about bill in managok,bill_dispute
speak with someone in miglamin?,reach_admin
hardly any water in aglayan...,low_pressure
interruption in managok?,no_supply
stop water please?,emergency_shutoff
unacceptable hi in casisang...,greeting
customer service in indalasa now!,reach_admin
now dirty water,contaminated_water
massive leak emergency in manalog!,emergency_shutoff
asap weak flow in capitan angel...,low_pressure
hardly any water,low_pressure
water gushing urgent!!!,report_leak
disappointed incorrect reading in cabangahan!,bill_dispute
help! high bill in kibalabag?,bill_dispute
please weak flow in barangay 2...,low_pressure
dirty water,contaminated_water
please where to buy food in kulaman...,unrelated_general
street lights not working in laguitas disappointed.,unrelated_road
please weak flow,low_pressure
hi in barangay 4,greeting
repair line in laguitas...,request_maintenance
disappointed trash not picked up in mapulo.,unrelated_garbage
customer service in kulaman!!!,reach_admin
please high bill in caburacanan,bill_dispute
hi now?,greeting
no wifi in san jose,unrelated_internet
where to throw garbage in manalog!,unrelated_garbage
unacceptable flood in sinalac!!!,emergency_shutoff
unacceptable hello,greeting
unclear water.,contaminated_water
smelly garbage in manalog!,unrelated_garbage
aqua help in silae...,greeting
urgent payment centers!,payment_inquiry
gcash payment in st. peter please.,payment_inquiry
speak with someone in barangay 6 now...,reach_admin
new connection!!!,request_maintenance
urgent leakage!,report_leak
water waste.,report_leak
now why no water?,no_supply
asap online payment in managok!!!,payment_inquiry
urgent when will power return...,unrelated_electricity
asap smelly garbage in aglayan.,unrelated_garbage
how to pay...,payment_inquiry
good day in barangay 7 asap,greeting
asap smelly water...,contaminated_water
no signal in silae asap?,unrelated_internet
leak in barangay 8...,report_leak
disappointed brownout in barangay 1!!!,unrelated_electricity
leak in barangay 2,report_leak
how to pay in barangay 2.,payment_inquiry
where to throw garbage in mapulo,unrelated_garbage
traffic issue in cabangahan!!!,unrelated_road
where is the hospital in kibalabag asap,unrelated_general
fibeco issue in kibalabag!!!,unrelated_electricity
help! i want to eat in barangay 4...,unrelated_general
help! burst pipe...,report_leak
disappointed hardly any water,low_pressure
disappointed where to pay in busdi,payment_inquiry
disappointed unclear water!,contaminated_water
muddy water,contaminated_water
where to throw garbage in maligaya urgent.,unrelated_garbage
help! apply for water...,request_maintenance
how to pay in laguitas!!!,payment_inquiry
online payment in sinalac!,payment_inquiry
please repair line in miglamin?,request_maintenance
smelly water.,contaminated_water
check connection.,request_maintenance
burst pipe in bangcud,report_leak
emergency shutoff in kibalabag.,emergency_shutoff
please pizza delivery!,unrelated_general
garbage collection in casisang now?,unrelated_garbage
good day!!!,greeting
defective water meter help!!,broken_meter
hello in managok!!!,greeting
garbage collection in miglamin please!!!,unrelated_garbage
disappointed hello in linabo,greeting
smelly garbage in san jose?,unrelated_garbage
meter stolen in poblacion now...,broken_meter
now fibeco issue in sumpong?,unrelated_electricity
check my bill.,check_bill
massive leak emergency in maligaya!!!,emergency_shutoff
disappointed where to buy food.,unrelated_general
repair line in barangay 3,request_maintenance
new connection.,request_maintenance
slow connection in barangay 2?,unrelated_internet
power outage in mapayag please...,unrelated_electricity
urgent broken meter in barangay 6,broken_meter
fibeco issue in maligaya asap...,unrelated_electricity
hello in zamboanguita.,greeting
help! smart is down in barangay 7,unrelated_internet
potholes in kulaman!,unrelated_road
water gushing in busdi.,report_leak
waste management in barangay 5 urgent!!!,unrelated_garbage
when will power return in manalog now,unrelated_electricity
waste management help!,unrelated_garbage
contaminated!,contaminated_water
stray dogs in managok please...,unrelated_general
dry tap in aglayan!!!,no_supply
overcharged in sinanglanan.,bill_dispute
urgent where to pay in mapayag,payment_inquiry
please massive leak emergency in barangay 2...,emergency_shutoff
urgent apply for water in barangay 4,request_maintenance
why no water...,no_supply
emergency shutoff.,emergency_shutoff
now good day...,greeting
request maintenance in capitan angel,request_maintenance
no signal in poblacion urgent?,unrelated_internet
brownout!,unrelated_electricity
apply for water in can-ayan,request_maintenance
unacceptable wrong bill,bill_dispute
how much is my bill in barangay 10 help!...,check_bill
emergency shutoff unacceptable!,emergency_shutoff
defective water meter disappointed.,broken_meter
waterless?,no_supply
request maintenance in barangay 5!!!,request_maintenance
water gushing in busdi...,report_leak
i want to eat now?,unrelated_general
where to buy food in casisang urgent...,unrelated_general
urgent smelly garbage in barangay 1.,unrelated_garbage
talk to admin in barangay 11?,reach_admin
hello in managok.,greeting
urgent how to pay!!!,payment_inquiry
defective water meter?,broken_meter
weak water?,low_pressure
help! payment centers!,payment_inquiry
complaint about bill in bangcud...,bill_dispute
incorrect reading in manalog!!!,bill_dispute
muddy water in barangay 8 asap...,contaminated_water
unacceptable poor pressure in bangcud!,low_pressure
smelly water?,contaminated_water
brownout in kibalabag?,unrelated_electricity
weak water,low_pressure
dirty water unacceptable!!!,contaminated_water
meter issues in kulaman?,broken_meter
unacceptable meter issues!!!,broken_meter
unacceptable burst pipe in mapulo?,report_leak
now trash not picked up in capitan angel!!!,unrelated_garbage
dirty water in managok please!,contaminated_water
low pressure!,low_pressure
why no water!!!,no_supply
urgent talk to admin in barangay 8...,reach_admin
leakage in barangay 1!!!,report_leak
emergency shutoff in kulaman,emergency_shutoff
road repair in busdi!!!,unrelated_road
complaint about bill in silae now,bill_dispute
unacceptable where to buy food in barangay 4,unrelated_general
leak in barangay 6 unacceptable...,report_leak
help! water gushing,report_leak
asap speak with someone in barangay 10!,reach_admin
road repair in indalasa!!!,unrelated_road
apply for water now...,request_maintenance
disappointed no power in barangay 6,unrelated_electricity
broken meter?,broken_meter
massive leak emergency in caburacanan now.,emergency_shutoff
brown water in casisang!!!,contaminated_water
when will power return!!!,unrelated_electricity
payment centers in aglayan disappointed...,payment_inquiry
high bill in miglamin help!?,bill_dispute
please globe is down!,unrelated_internet
help! weak flow...,low_pressure
help! my internet is slow!!!,unrelated_internet
check connection in bangcud!!!,request_maintenance
now burst pipe in mapulo!!!,report_leak
weak water in san jose!!!,low_pressure
when will power return.,unrelated_electricity
now good morning in barangay 8!,greeting
incorrect reading!!!,bill_dispute
smelly garbage in managok help!!!!,unrelated_garbage
no electricity help!?,unrelated_electricity
check connection in san jose?,request_maintenance
now check my bill in barangay 11,check_bill
no power?,unrelated_electricity
view balance now!!!,check_bill
broken road.,unrelated_road
urgent aqua help in san jose,greeting
check connection...,request_maintenance
power outage!,unrelated_electricity
urgent meter issues in magsaysay,broken_meter
complaint about bill,bill_dispute
aqua help.,greeting
when will power return in sinalac?,unrelated_electricity
urgent stuck meter in maligaya...,broken_meter
meter issues in barangay 6.,broken_meter
payment due in barangay 2!!!,check_bill
overcharged...,bill_dispute
hello...,greeting
massive leak emergency?,emergency_shutoff
overcharged in barangay 4 help!,bill_dispute
help! broken road in barangay 7!,unrelated_road
help! new connection in indalasa.,request_maintenance
online payment in bangcud,payment_inquiry
now close valve in sinanglanan,emergency_shutoff
unacceptable incorrect reading in sumpong!!!,bill_dispute
please request maintenance.,request_maintenance
smelly garbage.,unrelated_garbage
contaminated!!!,contaminated_water
why no water in kulaman asap...,no_supply
stray dogs please!!!,unrelated_general
please stray dogs in maligaya.,unrelated_general
customer service in miglamin.,reach_admin
help! water gushing in bangcud!,report_leak
traffic issue in capitan angel...,unrelated_road
broken pipe,report_leak
help! street lights not working in st. peter!!!,unrelated_road
where to throw garbage in indalasa help!!!!,unrelated_garbage
disappointed meter stolen in can-ayan,broken_meter
help! hardly any water in barangay 5.,low_pressure
waste management in capitan angel!!!,unrelated_garbage
traffic issue!,unrelated_road
please message support!,reach_admin
waste management in mapulo.,unrelated_garbage
where to throw garbage in laguitas urgent!,unrelated_garbage
